season,game_id,game_date,game_date_display,matchup,team,opponent,team_score,opponent_score,result,player_number,player_name,starter,role_group,minutes,pts,reb,oreb,dreb,ast,tov,stl,blk,fouls,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,fg_pct,fg2_pct,fg3_pct,ft_pct,efg_pct,ts_pct,usage_pct,ft_rate,three_pt_rate,two_pt_rate,ast_tov_ratio,ppsa,pts_per36,reb_per36,ast_per36,stl_per36,blk_per36,tov_per36,fouls_per36,impact_score_base,efficiency_bonus,impact_score
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,0,Aaniya Webb,True,Starter,28.65,4,3,1,2,1,2,2,1,3,0,8,0,2,0,6,4,6,0.0,0.0,0.0,0.6666666666666666,0.0,0.18796992481203006,0.187,0.75,0.75,0.25,0.5,0.5,5.026178010471204,3.769633507853403,1.256544502617801,2.513089005235602,1.256544502617801,2.513089005235602,3.769633507853403,15.100000000000001,-2.4045749454280863,12.695425054571915
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,2,Jasmyne Huggins,False,Bench,24.45,2,10,5,5,1,0,1,2,2,0,6,0,6,0,0,2,2,0.0,0.0,,1.0,0.0,0.14534883720930233,0.1192,0.3333333333333333,0.0,1.0,,0.3333333333333333,2.94478527607362,14.723926380368098,1.47239263803681,1.47239263803681,2.94478527607362,0.0,2.94478527607362,24.5,-2.830785821455364,21.669214178544635
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,3,Micah Gray,True,Starter,32.733,13,6,2,4,1,5,0,0,0,4,20,1,11,3,9,2,2,0.2,0.09090909090909091,0.3333333333333333,1.0,0.275,0.3113026819923372,0.335,0.1,0.45,0.55,0.2,0.65,14.297497937860875,6.598845202089635,1.0998075336816058,0.0,0.0,5.499037668408029,0.0,14.2,-1.171247373625015,13.028752626374985
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,5,Leilani Gonzales,False,Bench,15.183,2,2,1,1,0,0,1,0,0,1,2,1,2,0,0,0,0,0.5,0.5,,,0.5,0.5,0.0558,0.0,0.0,1.0,,1.0,4.742145820983995,4.742145820983995,0.0,2.3710729104919976,0.0,0.0,0.0,7.4,0.7157258064516131,8.115725806451614
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,7,Bianca McGee,True,Starter,34.517,7,8,2,6,6,4,3,0,1,2,8,1,3,1,5,2,2,0.25,0.3333333333333333,0.2,1.0,0.3125,0.3941441441441441,0.1581,0.25,0.625,0.375,1.5,0.875,7.300750354897586,8.343714691311527,6.257786018483645,3.1288930092418226,0.0,4.171857345655764,1.042964336413941,28.6,-0.34283275210694575,28.257167247893054
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,12,Star-Fitz Gerald,False,Bench,15.267,7,4,0,4,0,0,0,0,1,2,3,1,1,1,2,2,2,0.6666666666666666,1.0,0.5,1.0,0.8333333333333334,0.9020618556701031,0.1077,0.6666666666666666,0.6666666666666666,0.3333333333333333,,2.3333333333333335,16.506189821182943,9.432108469247396,0.0,0.0,0.0,0.0,2.358027117311849,11.8,4.736344363152644,16.536344363152644
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,24,Nevaeh Asiasi,True,Starter,33.6,22,6,0,6,3,1,0,0,3,8,11,6,9,2,2,4,5,0.7272727272727273,0.6666666666666666,1.0,0.8,0.8181818181818182,0.8333333333333334,0.1791,0.45454545454545453,0.18181818181818182,0.8181818181818182,3.0,2.0,23.571428571428573,6.428571428571429,3.2142857142857144,0.0,0.0,1.0714285714285714,3.2142857142857144,32.2,4.049059139784947,36.24905913978495
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Alameda Wolves,Oakland Swish,68,65,W,32,Amber Harris,True,Starter,15.533,11,7,1,6,1,0,0,2,0,5,13,4,7,1,6,0,0,0.38461538461538464,0.5714285714285714,0.16666666666666666,,0.4230769230769231,0.4230769230769231,0.3547,0.0,0.46153846153846156,0.5384615384615384,,0.8461538461538461,25.49410931565055,16.223524109959442,2.3176463014227777,0.0,4.635292602845555,0.0,0.0,26.9,-0.05350496277915617,26.84649503722084
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Oakland Swish,Alameda Wolves,65,68,L,1,Cordasia Harris,False,Bench,20.667,9,8,4,4,0,0,0,2,2,4,6,4,6,0,0,1,2,0.6666666666666666,0.6666666666666666,,0.5,0.6666666666666666,0.6540697674418605,0.1386,0.3333333333333333,0.0,1.0,,1.5,15.677166497314559,13.935259108724052,0.0,0.0,3.483814777181013,0.0,3.483814777181013,24.6,2.5792154706155825,27.179215470615585
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Oakland Swish,Alameda Wolves,65,68,L,2,Andriana Avent,False,Bench,17.85,6,4,0,4,0,0,2,1,1,1,10,0,1,1,9,3,5,0.1,0.0,0.1111111111111111,0.6,0.15,0.24590163934426232,0.2846,0.5,0.9,0.1,,0.6,12.100840336134453,8.067226890756302,0.0,4.033613445378151,2.0168067226890756,0.0,2.0168067226890756,19.8,-1.5024658103603996,18.297534189639602
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Oakland Swish,Alameda Wolves,65,68,L,3,alayna Contreras,True,Starter,24.033,7,6,3,3,3,2,2,0,0,3,11,3,7,0,4,1,2,0.2727272727272727,0.42857142857142855,0.0,0.5,0.2727272727272727,0.2946127946127946,0.2405,0.18181818181818182,0.36363636363636365,0.6363636363636364,1.5,0.6363636363636364,10.485582324304081,8.987641992260642,4.493820996130321,2.9958806640868803,0.0,2.9958806640868803,0.0,21.7,-1.0153542576750767,20.68464574232492
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Oakland Swish,Alameda Wolves,65,68,L,5,Destiney McPhaul,False,Bench,9.667,0,0,0,0,2,2,1,0,0,0,2,0,1,0,1,0,0,0.0,0.0,0.0,,0.0,0.0,0.1723,0.0,0.5,0.5,1.0,0.0,0.0,0.0,7.44801903382642,3.72400951691321,0.0,7.44801903382642,0.0,3.0,-3.9614822038030226,-0.9614822038030226
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Oakland Swish,Alameda Wolves,65,68,L,8,Jada Holland,True,Starter,28.5,8,7,0,7,7,2,0,0,2,4,10,4,7,0,3,0,1,0.4,0.5714285714285714,0.0,0.0,0.4,0.3831417624521073,0.1817,0.1,0.3,0.7,3.5,0.8,10.105263157894736,8.842105263157894,8.842105263157894,0.0,0.0,2.526315789473684,2.526315789473684,23.9,-0.13006457928194992,23.76993542071805
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Oakland Swish,Alameda Wolves,65,68,L,10,Jada Lewis,True,Starter,37.85,10,3,0,3,1,3,1,1,3,3,14,1,2,2,12,2,2,0.21428571428571427,0.5,0.16666666666666666,1.0,0.2857142857142857,0.33602150537634407,0.1967,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.3333333333333333,0.7142857142857143,9.5112285336856,2.85336856010568,0.9511228533685601,0.9511228533685601,0.9511228533685601,2.85336856010568,2.85336856010568,16.6,-0.6012671500395822,15.998732849960419
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Oakland Swish,Alameda Wolves,65,68,L,23,Rhema Ogele,True,Starter,34.167,18,8,4,4,2,2,3,1,1,8,11,8,11,0,0,2,4,0.7272727272727273,0.7272727272727273,,0.5,0.7272727272727273,0.7053291536050157,0.1799,0.36363636363636365,0.0,1.0,1.0,1.6363636363636365,18.965668627623142,8.429186056721399,2.1072965141803497,3.160944771270524,1.0536482570901748,2.1072965141803497,1.0536482570901748,39.6,3.0918093322471343,42.69180933224713
2026,2026-06-13_alameda_wolves_vs_oakland_swish,2026-06-13,"Jun 13, 2026",Alameda Wolves vs Oakland Swish,Oakland Swish,Alameda Wolves,65,68,L,24,Angel Jackson,True,Starter,27.2,7,10,2,8,1,3,0,1,3,3,11,2,9,1,2,0,0,0.2727272727272727,0.2222222222222222,0.5,,0.3181818181818182,0.3181818181818182,0.2143,0.0,0.18181818181818182,0.8181818181818182,0.3333333333333333,0.6363636363636364,9.264705882352942,13.23529411764706,1.3235294117647058,0.0,1.3235294117647058,3.9705882352941178,3.9705882352941178,19.0,-0.7796640219848411,18.220335978015157
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,0,Da'Ja Hamilton,False,Bench,13.383,2,0,0,0,0,1,1,0,0,1,4,1,3,0,1,0,0,0.25,0.3333333333333333,0.0,,0.25,0.25,0.1856,0.0,0.25,0.75,0.0,0.5,5.379959650302624,0.0,0.0,2.689979825151312,0.0,2.689979825151312,0.0,3.5,-2.658092175777064,0.8419078242229361
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,2,Chloe Sterling,False,Bench,25.417,7,2,1,1,0,3,1,0,1,1,1,0,0,1,1,4,4,1.0,,1.0,1.0,1.5,1.2681159420289856,0.1126,4.0,1.0,0.0,0.0,7.0,9.914624070503992,2.832749734429712,0.0,1.416374867214856,0.0,4.249124601644569,1.416374867214856,7.9,7.523067244512792,15.423067244512794
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,3,Abigail Cooper,True,Starter,0.033,6,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,1.0,,1.0,,1.5,1.5,29.8291,0.0,1.0,0.0,,3.0,6545.454545454545,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.841907824222936,15.841907824222936
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,5,Sidney Richards,False,Bench,29.467,16,0,0,0,1,2,3,0,5,6,15,5,8,1,7,3,5,0.4,0.625,0.14285714285714285,0.6,0.43333333333333335,0.46511627906976744,0.3236,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.5,1.0666666666666667,19.547290189025013,0.0,1.2217056368140633,3.6651169104421895,0.0,2.4434112736281266,6.108528184070317,23.5,-0.5069293850793893,22.99307061492061
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,7,Jaslyn Woods,False,Bench,11.717,3,2,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1.0,1.0,,1.0,1.0,1.0416666666666667,0.1034,1.0,0.0,1.0,1.0,3.0,9.217376461551591,6.144917641034394,3.072458820517197,0.0,0.0,3.072458820517197,0.0,5.4,5.258574490889604,10.658574490889604
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,8,Jolene Armendariz,True,Starter,21.85,2,4,1,3,0,2,0,0,1,0,4,0,1,0,3,2,4,0.0,0.0,0.0,0.5,0.0,0.1736111111111111,0.1764,1.0,0.75,0.25,0.0,0.5,3.2951945080091534,6.590389016018307,0.0,0.0,0.0,3.2951945080091534,1.6475972540045767,3.8,-3.4219810646659528,0.37801893533404707
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,10,Aniya Mcdonald-Perry,True,Starter,24.15,14,8,6,2,0,2,2,0,3,4,10,4,10,0,0,6,6,0.4,0.4,,1.0,0.4,0.5537974683544303,0.3011,0.6,0.0,1.0,0.0,1.4,20.869565217391305,11.925465838509316,0.0,2.981366459627329,0.0,2.981366459627329,4.472049689440994,26.6,0.37988250776723964,26.97988250776724
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,11,Mele Katokakala Finau,False,Bench,27.15,6,8,0,8,1,2,1,0,4,2,6,2,3,0,3,2,2,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.436046511627907,0.1624,0.3333333333333333,0.5,0.5,0.5,1.0,7.955801104972377,10.607734806629836,1.3259668508287294,1.3259668508287294,0.0,2.651933701657459,5.303867403314918,17.1,-0.797627059497994,16.302372940502007
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,12,Deaja Smith,False,Bench,16.483,4,6,2,4,0,2,0,0,3,2,5,2,5,0,0,0,0,0.4,0.4,,,0.4,0.4,0.2109,0.0,0.0,1.0,0.0,0.8,8.736273736577079,13.104410604865619,0.0,0.0,0.0,4.3681368682885395,6.552205302432809,8.2,-1.1580921757770635,7.041907824222935
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,13,Taylor Linzie,True,Starter,34.467,7,10,2,8,2,4,4,0,4,1,7,1,5,0,2,5,5,0.14285714285714285,0.2,0.0,1.0,0.14285714285714285,0.3804347826086957,0.1902,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.5,1.0,7.311341282966316,10.444773261380451,2.0889546522760902,4.1779093045521805,0.0,4.1779093045521805,4.1779093045521805,28.0,-1.353744349690107,26.646255650309893
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,24,Alexis Whitfield,False,Bench,12.167,0,3,0,3,2,2,0,0,1,0,0,0,0,0,0,0,2,,,,0.0,,0.0,0.1176,,,,1.0,,0.0,8.87646913783184,5.917646091887894,0.0,0.0,5.917646091887894,2.958823045943947,3.5999999999999996,-5.158092175777064,-1.5580921757770643
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,SF Riptide,Hayward Reign,77,74,W,32,Finau Tonga,True,Starter,33.633,10,7,2,5,3,2,0,0,1,4,6,4,6,0,0,2,2,0.6666666666666666,0.6666666666666666,,1.0,0.6666666666666666,0.7267441860465116,0.1311,0.3333333333333333,0.0,1.0,1.5,1.6666666666666667,10.703773080010704,7.492641156007492,3.211131924003211,0.0,0.0,2.1407546160021407,1.0703773080010703,19.9,2.109349684688052,22.00934968468805
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,Hayward Reign,SF Riptide,74,77,L,0,Janessa Yniguez,False,Bench,19.35,1,1,0,1,0,4,0,0,2,0,3,0,1,0,2,1,3,0.0,0.0,0.0,0.3333333333333333,0.0,0.11574074074074073,0.2219,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.8604651162790697,1.8604651162790697,0.0,0.0,0.0,7.441860465116279,3.7209302325581395,-3.8,-3.5934914112880225,-7.393491411288022
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,Hayward Reign,SF Riptide,74,77,L,1,Alaiyah San Juan,True,Starter,29.383,18,2,1,1,1,2,2,0,4,6,11,3,7,3,4,3,3,0.5454545454545454,0.42857142857142855,0.75,1.0,0.6818181818181818,0.7305194805194805,0.2515,0.2727272727272727,0.36363636363636365,0.6363636363636364,0.5,1.6363636363636365,22.053568389885307,2.450396487765034,1.225198243882517,2.450396487765034,0.0,2.450396487765034,4.900792975530068,24.9,2.5542959864993753,27.454295986499375
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,Hayward Reign,SF Riptide,74,77,L,2,Brandi Williams,True,Starter,31.0,14,6,2,4,0,0,1,0,1,3,8,1,3,2,5,6,9,0.375,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5852842809364548,0.1991,1.125,0.625,0.375,,1.75,16.258064516129032,6.967741935483871,0.0,1.161290322580645,0.0,0.0,1.161290322580645,24.2,1.1019439906691186,25.301943990669116
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,Hayward Reign,SF Riptide,74,77,L,3,Deja Jackson,True,Starter,20.183,5,1,0,1,0,1,0,0,2,2,2,1,1,1,1,0,0,1.0,1.0,1.0,,1.25,1.25,0.0767,0.0,0.5,0.5,0.0,2.5,8.918396670465244,1.7836793340930486,0.0,0.0,0.0,1.7836793340930486,3.567358668186097,4.7,7.749101181304571,12.44910118130457
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,Hayward Reign,SF Riptide,74,77,L,5,Diamond Richardson,False,Bench,18.983,3,3,0,3,3,1,2,0,4,1,3,1,3,0,0,1,2,0.3333333333333333,0.3333333333333333,,0.5,0.3333333333333333,0.3865979381443299,0.1326,0.6666666666666666,0.0,1.0,3.0,1.0,5.689300953484697,5.689300953484697,5.689300953484697,3.792867302323131,0.0,1.8964336511615656,7.585734604646262,15.600000000000001,-0.8849194372521302,14.715080562747872
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,Hayward Reign,SF Riptide,74,77,L,7,Alexsandra Alvarado,False,Bench,26.333,7,3,0,3,4,5,1,0,3,2,9,1,2,1,7,2,2,0.2222222222222222,0.5,0.14285714285714285,1.0,0.2777777777777778,0.35425101214574894,0.2916,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.8,0.7777777777777778,9.56974138913151,4.101317738199218,5.468423650932291,1.3671059127330727,0.0,6.8355295636653635,4.101317738199218,12.100000000000001,-1.2083886972379398,10.891611302762062
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,Hayward Reign,SF Riptide,74,77,L,10,Rosemarie Julien,True,Starter,31.65,13,3,2,1,1,2,2,0,2,4,13,2,4,2,9,3,6,0.3076923076923077,0.5,0.2222222222222222,0.5,0.38461538461538464,0.4156010230179028,0.2876,0.46153846153846156,0.6923076923076923,0.3076923076923077,0.5,1.0,14.786729857819907,3.4123222748815167,1.137440758293839,2.274881516587678,0.0,2.274881516587678,2.274881516587678,21.1,-0.5948885885164013,20.5051114114836
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,Hayward Reign,SF Riptide,74,77,L,11,Paloma Ramirez,False,Bench,16.033,3,1,1,0,0,0,0,0,1,1,6,0,4,1,2,0,0,0.16666666666666666,0.0,0.5,,0.25,0.25,0.1931,0.0,0.3333333333333333,0.6666666666666666,,0.5,6.736106779766731,2.24536892658891,0.0,0.0,0.0,0.0,2.24536892658891,4.2,-2.250898818695429,1.949101181304571
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,Hayward Reign,SF Riptide,74,77,L,23,Kayla Thomas,False,Bench,31.883,8,5,1,4,1,2,1,0,2,3,4,3,4,0,0,2,2,0.75,0.75,,1.0,0.75,0.819672131147541,0.1113,0.5,0.0,1.0,0.5,2.0,9.033027004986984,5.645641878116866,1.129128375623373,1.129128375623373,0.0,2.258256751246746,2.258256751246746,15.5,3.445822492779981,18.945822492779982
2026,2026-06-13_sf_riptide_vs_hayward_reign,2026-06-13,"Jun 13, 2026",SF Riptide vs Hayward Reign,Hayward Reign,SF Riptide,74,77,L,24,Melesungu Afeaki,True,Starter,25.133,2,2,1,1,2,0,2,0,2,1,7,1,6,0,1,0,0,0.14285714285714285,0.16666666666666666,0.0,,0.14285714285714285,0.14285714285714285,0.1437,0.0,0.14285714285714285,0.8571428571428571,,0.2857142857142857,2.8647594795686944,2.8647594795686944,2.8647594795686944,2.8647594795686944,0.0,0.0,2.8647594795686944,13.4,-3.3223273901240007,10.077672609876
2026,2026-06-13_titans_vs_royals,2026-06-13,"Jun 13, 2026",Titans vs Royals,Titans,Royals,72,85,L,0,Mira Love-Sango,False,Bench,10.383,5,2,2,0,3,1,0,0,1,2,2,2,2,0,0,1,1,1.0,1.0,,1.0,1.0,1.0245901639344261,0.1221,0.5,0.0,1.0,3.0,2.5,17.336030049118754,6.934412019647501,10.401618029471251,0.0,0.0,3.4672060098237507,3.4672060098237507,10.4,6.1808609889377575,16.580860988937758
2026,2026-06-13_titans_vs_royals,2026-06-13,"Jun 13, 2026",Titans vs Royals,Titans,Royals,72,85,L,1,Vivian Woo,False,Bench,28.683,10,11,4,7,3,3,2,0,2,4,9,2,3,2,6,0,1,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.0,0.5555555555555556,0.5296610169491526,0.1599,0.1111111111111111,0.6666666666666666,0.3333333333333333,1.0,1.1111111111111112,12.550988390335739,13.806087229369313,3.7652965171007216,2.510197678067148,0.0,3.7652965171007216,2.510197678067148,29.200000000000003,1.2315695190850218,30.431569519085024
2026,2026-06-13_titans_vs_royals,2026-06-13,"Jun 13, 2026",Titans vs Royals,Titans,Royals,72,85,L,5,Jane Arnoldi,False,Bench,14.45,2,8,3,5,2,0,0,1,0,1,5,1,4,0,1,0,0,0.2,0.25,0.0,,0.2,0.2,0.1276,0.0,0.2,0.8,,0.4,4.982698961937716,19.930795847750865,4.982698961937716,0.0,2.491349480968858,0.0,0.0,17.6,-2.065040650406504,15.534959349593498
2026,2026-06-13_titans_vs_royals,2026-06-13,"Jun 13, 2026",Titans vs Royals,Titans,Royals,72,85,L,8,Lauren Richter,True,Starter,22.733,3,3,0,3,1,0,0,0,2,1,5,0,2,1,3,0,0,0.2,0.0,0.3333333333333333,,0.3,0.3,0.0811,0.0,0.6,0.4,,0.6,4.750802797694981,4.750802797694981,1.5836009325649936,0.0,0.0,0.0,3.167201865129987,8.1,-1.065040650406504,7.034959349593496
2026,2026-06-13_titans_vs_royals,2026-06-13,"Jun 13, 2026",Titans vs Royals,Titans,Royals,72,85,L,10,Chance Bucher,True,Starter,31.467,17,5,0,5,3,3,3,0,4,7,24,6,13,1,11,2,2,0.2916666666666667,0.46153846153846156,0.09090909090909091,1.0,0.3125,0.3416398713826367,0.3267,0.08333333333333333,0.4583333333333333,0.5416666666666666,1.0,0.7083333333333334,19.448946515397083,5.720278386881495,3.432167032128897,3.432167032128897,0.0,3.432167032128897,4.5762227095051955,32.0,-0.6486419365801371,31.351358063419863
2026,2026-06-13_titans_vs_royals,2026-06-13,"Jun 13, 2026",Titans vs Royals,Titans,Royals,72,85,L,11,Krista Andersen,True,Starter,5.267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,6.835010442377064,0.0,0.0,3.0,0.0,3.0
2026,2026-06-13_titans_vs_royals,2026-06-13,"Jun 13, 2026",Titans vs Royals,Titans,Royals,72,85,L,22,Makaila Napoleon,False,Bench,14.867,6,5,2,3,0,2,0,0,1,3,6,3,4,0,2,0,0,0.5,0.75,0.0,,0.5,0.5,0.1984,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,14.528822223716956,12.107351853097462,0.0,0.0,0.0,4.842940741238985,2.4214703706194927,9.0,0.934959349593496,9.934959349593496
2026,2026-06-13_titans_vs_royals,2026-06-13,"Jun 13, 2026",Titans vs Royals,Titans,Royals,72,85,L,24,Destiny Jackson,True,Starter,31.817,22,4,1,3,3,5,1,0,2,5,15,2,4,3,11,9,16,0.3333333333333333,0.5,0.2727272727272727,0.5625,0.43333333333333335,0.49909255898366606,0.3133,1.0666666666666667,0.7333333333333333,0.26666666666666666,0.6,1.4666666666666666,24.892353144545368,4.5258823899173395,3.394411792438005,1.1314705974793349,0.0,5.657352987396675,2.2629411949586697,26.799999999999997,0.9258849394301566,27.725884939430152
