season,team,player_name,player_number,games_played,starts,bench_games,total_minutes,mpg,ppg,rpg,oreb_pg,dreb_pg,apg,spg,bpg,tov_pg,fouls_pg,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,fg_pct,fg2_pct,fg3_pct,ft_pct,efg_pct,ts_pct,usage_pct,ft_rate,three_pt_rate,two_pt_rate,ast_tov_ratio,ppsa,pts_per36,reb_per36,ast_per36,stl_per36,blk_per36,tov_per36,fouls_per36,avg_impact_score,percentile_scoring,percentile_efficiency,percentile_playmaking,percentile_rebounding,percentile_defense,percentile_rim_pressure,percentile_spacing,player_role_label,watchability_score
2026,Oakland Swish,Andriana Avent,2,2,0,2,41.900000000000006,20.950000000000003,13.0,4.5,1.0,3.5,0.0,2.5,1.0,0.5,2.0,6,23,2,4,4,19,10,14,0.2608695652173913,0.5,0.21052631578947367,0.7142857142857143,0.34782608695652173,0.4458161865569273,0.2713409307875895,0.6086956521739131,0.8260869565217391,0.17391304347826086,0.0,1.1304347826086956,22.338902147971357,7.732696897374701,0.0,4.295942720763723,1.718377088305489,0.8591885441527445,3.436754176610978,27.797538197103812,94.4,53.5,6.3,62.0,100.0,47.15,71.15,Volume Scorer,80.4
2026,Oakland Swish,Angel Jackson,24,2,2,0,51.0,25.5,11.5,7.5,2.0,5.5,1.5,1.0,1.5,3.5,3.5,10,25,9,23,1,2,2,4,0.4,0.391304347826087,0.5,0.5,0.42,0.429745889387145,0.24995333333333336,0.16,0.08,0.92,0.42857142857142855,0.92,16.235294117647058,10.588235294117647,2.1176470588235294,1.4117647058823528,2.1176470588235294,4.9411764705882355,4.9411764705882355,24.598896949734268,70.4,49.3,46.5,81.7,76.1,58.449999999999996,53.0,Volume Scorer,69.2
2026,Oakland Swish,Cordasia Harris,1,2,0,2,38.884,19.442,7.5,9.0,5.0,4.0,0.5,0.5,2.0,1.5,2.0,6,13,6,13,0,0,3,4,0.46153846153846156,0.46153846153846156,,0.75,0.46153846153846156,0.508130081300813,0.17162897078489867,0.3076923076923077,0.0,1.0,0.3333333333333333,1.1538461538461537,13.8874601378459,16.66495216541508,0.9258306758563933,0.9258306758563933,3.7033227034255733,2.77749202756918,3.7033227034255733,24.94381892953702,57.7,69.0,18.3,100.0,93.0,79.95,3.85,Small Sample Contributor,77.2
2026,Oakland Swish,Destiney McPhaul,5,2,0,2,32.15,16.075,2.0,3.0,0.0,3.0,3.5,1.5,0.0,2.0,1.5,0,4,0,1,0,3,4,4,0.0,0.0,0.0,1.0,0.0,0.3472222222222222,0.11453652255054433,1.0,0.75,0.25,1.75,1.0,4.47900466562986,6.7185069984447905,7.838258164852255,3.3592534992223952,0.0,4.47900466562986,3.3592534992223952,10.479491260920437,9.9,25.4,98.6,50.7,71.8,53.9,51.55,Small Sample Contributor,41.0
2026,Oakland Swish,Jada Holland,8,2,2,0,53.333,26.6665,8.0,4.5,0.5,4.0,4.5,1.5,0.0,3.0,1.5,7,15,7,11,0,4,2,3,0.4666666666666667,0.6363636363636364,0.0,0.6666666666666666,0.4666666666666667,0.49019607843137253,0.16195764161026008,0.2,0.26666666666666666,0.7333333333333333,1.5,1.0666666666666667,10.800067500421878,6.075037968987306,6.075037968987306,2.025012656329102,0.0,4.050025312658204,2.025012656329102,20.936986149313555,42.3,59.2,94.4,39.4,39.4,53.85,23.75,Connector,60.7
2026,Oakland Swish,Jada Lewis,10,2,2,0,71.867,35.9335,12.0,4.0,1.0,3.0,4.5,2.0,1.0,2.5,1.5,8,26,4,7,4,19,4,5,0.3076923076923077,0.5714285714285714,0.21052631578947367,0.8,0.38461538461538464,0.425531914893617,0.17824002532455788,0.19230769230769232,0.7307692307692307,0.2692307692307692,1.8,0.9230769230769231,12.022207689203666,4.007402563067889,4.508327883451376,2.0037012815339446,1.0018506407669723,2.5046266019174306,1.5027759611504583,28.57765194734468,52.1,46.5,87.3,23.9,63.4,26.05,66.2,Connector,65.5
2026,Oakland Swish,Rhema Ogele,23,2,2,0,55.75,27.875,13.0,6.0,2.0,4.0,1.5,2.0,0.5,3.0,1.5,12,22,12,20,0,2,2,6,0.5454545454545454,0.6,0.0,0.3333333333333333,0.5454545454545454,0.5275974025974026,0.20998070134529148,0.2727272727272727,0.09090909090909091,0.9090909090909091,0.5,1.1818181818181819,16.789237668161434,7.748878923766816,1.937219730941704,2.5829596412556053,0.6457399103139013,3.874439461883408,1.937219730941704,26.130064244362092,74.6,70.4,43.7,63.4,69.0,71.85,16.0,Volume Scorer,72.1
2026,Oakland Swish,alayna Contreras,3,2,2,0,55.0,27.5,12.0,5.5,2.0,3.5,2.0,1.0,0.0,2.0,0.0,8,25,5,13,3,12,5,6,0.32,0.38461538461538464,0.25,0.8333333333333334,0.38,0.4341534008683068,0.21814745636363636,0.24,0.48,0.52,1.0,0.96,15.709090909090909,7.2,2.618181818181818,1.309090909090909,0.0,2.618181818181818,0.0,21.23968127351352,69.0,50.7,63.4,57.7,23.9,45.75,61.2,Volume Scorer,61.2
2026,Royals,Ashiala Jackson,13,2,2,0,66.63300000000001,33.316500000000005,18.0,11.5,2.0,9.5,1.5,2.0,0.0,3.0,4.0,14,28,14,25,0,3,8,11,0.5,0.56,0.0,0.7272727272727273,0.5,0.5481120584652862,0.21977019494844896,0.39285714285714285,0.10714285714285714,0.8928571428571429,0.5,1.2857142857142858,19.44982216019089,12.426275269010848,1.620818513349241,2.1610913511323218,0.0,3.241637026698482,4.3221827022646435,36.090863102744194,80.3,74.6,38.0,90.1,49.3,77.44999999999999,16.700000000000003,Volume Scorer,77.2
2026,Royals,Ashley Hart,3,2,2,0,64.783,32.3915,7.0,5.0,0.5,4.5,4.5,1.5,1.5,2.5,2.0,6,14,4,5,2,9,0,0,0.42857142857142855,0.8,0.2222222222222222,,0.5,0.5,0.11169537687356251,0.0,0.6428571428571429,0.35714285714285715,1.8,1.0,7.779818779618109,5.5570134140129355,5.0013120726116425,1.6671040242038806,1.6671040242038806,2.7785067070064677,2.2228053656051743,25.30478496762656,26.8,64.8,91.5,35.2,70.4,14.45,66.2,Connector,62.0
2026,Royals,Ayanna Mazyck,23,2,1,1,57.266999999999996,28.633499999999998,16.5,9.0,1.0,8.0,2.5,3.0,0.0,3.5,3.5,13,45,7,23,6,22,1,2,0.28888888888888886,0.30434782608695654,0.2727272727272727,0.5,0.35555555555555557,0.3596338273757628,0.35155782911624495,0.044444444444444446,0.4888888888888889,0.5111111111111111,0.7142857142857143,0.7333333333333333,20.74493163602075,11.315417256011317,3.1431714600031433,3.7718057520037718,0.0,4.400440044004401,4.400440044004401,33.512257938541744,84.5,29.6,67.6,88.7,78.9,28.15,65.19999999999999,Volume Scorer,73.9
2026,Royals,Jhaina Stephens,2,2,2,0,64.767,32.3835,17.0,8.0,3.5,4.5,1.0,3.5,0.0,2.0,3.5,13,29,13,29,0,0,8,15,0.4482758620689655,0.4482758620689655,,0.5333333333333333,0.4482758620689655,0.47752808988764045,0.2335388515756481,0.5172413793103449,0.0,1.0,0.5,1.1724137931034482,18.898513131687437,8.893417944323499,1.1116772430404374,3.8908703506415305,0.0,2.2233544860808747,3.8908703506415305,35.477334165509134,78.9,56.3,25.4,70.4,83.1,88.4,3.85,Volume Scorer,79.2
2026,Royals,Miyu Mizukawa,1,2,2,0,76.88300000000001,38.441500000000005,12.5,2.0,1.0,1.0,6.5,2.0,0.0,2.5,4.5,9,19,4,11,5,8,2,4,0.47368421052631576,0.36363636363636365,0.625,0.5,0.6052631578947368,0.6021194605009633,0.12666690035508502,0.21052631578947367,0.42105263157894735,0.5789473684210527,2.6,1.3157894736842106,11.706098877515183,1.8729758204024296,6.087171416307895,1.8729758204024296,0.0,2.3412197755030366,4.214195595905466,28.04327825968022,50.7,80.3,95.8,7.0,36.6,46.15,76.05,Efficiency Finisher,75.2
2026,Royals,Tamiah Robinson,5,1,1,0,20.983,20.983,3.0,6.0,0.0,6.0,6.0,1.0,1.0,1.0,2.0,1,8,0,3,1,5,0,0,0.125,0.0,0.2,,0.1875,0.1875,0.1761,0.0,0.625,0.375,6.0,0.375,5.147023781156174,10.294047562312349,10.294047562312349,1.7156745937187245,1.7156745937187245,1.7156745937187245,3.431349187437449,20.71674668495656,12.7,4.9,100.0,80.3,74.6,17.65,58.55,Small Sample Contributor,48.4
2026,Royals,Teionnii McDaniel,0,2,0,2,48.766,24.383,14.5,2.5,1.0,1.5,3.0,2.0,0.0,1.5,3.0,10,19,3,7,7,12,2,3,0.5263157894736842,0.42857142857142855,0.5833333333333334,0.6666666666666666,0.7105263157894737,0.7135826771653543,0.17913262518968134,0.15789473684210525,0.631578947368421,0.3684210526315789,2.0,1.5263157894736843,21.40835828240988,3.6910962555879094,4.429315506705492,2.9528770044703276,0.0,2.214657753352746,4.429315506705492,28.320321266297505,91.5,91.5,88.7,19.7,62.0,27.799999999999997,85.80000000000001,Efficiency Finisher,88.3
2026,SF Riptide,Abigail Cooper,3,1,1,0,0.033,0.033,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,2,2,0,0,1.0,,1.0,,1.5,1.5,29.8291,0.0,1.0,0.0,,3.0,6545.454545454545,0.0,0.0,0.0,0.0,0.0,0.0,15.841907824222936,100.0,100.0,6.3,2.1,5.6,5.65,100.0,Small Sample Contributor,72.0
2026,SF Riptide,Alexis Whitfield,24,2,0,2,32.534,16.267,7.0,3.0,1.0,2.0,1.5,1.0,0.0,2.0,1.0,5,8,3,5,2,3,2,4,0.625,0.6,0.6666666666666666,0.5,0.75,0.7172131147540983,0.18414613942337246,0.5,0.375,0.625,0.75,1.75,15.491485830208397,6.639208212946457,3.3196041064732285,2.2130694043154855,0.0,4.426138808630971,2.2130694043154855,12.057222939759807,67.6,93.0,71.8,49.3,50.7,65.15,74.45,Small Sample Contributor,68.3
2026,SF Riptide,Aniya Mcdonald-Perry,10,2,2,0,46.65,23.325,9.5,5.0,3.5,1.5,0.5,2.0,0.0,1.0,2.0,6,13,5,11,1,2,6,6,0.46153846153846156,0.45454545454545453,0.5,1.0,0.5,0.6074168797953964,0.18283633440514468,0.46153846153846156,0.15384615384615385,0.8461538461538461,0.5,1.4615384615384615,14.662379421221866,7.717041800643087,0.7717041800643086,3.0868167202572345,0.0,1.5434083601286173,3.0868167202572345,22.951435506757186,63.4,81.7,19.7,60.6,67.6,76.8,56.55,Efficiency Finisher,70.8
2026,SF Riptide,Chloe Sterling,2,2,1,1,48.1,24.05,7.5,3.0,1.0,2.0,0.5,1.5,0.0,3.5,1.0,4,11,3,7,1,4,6,6,0.36363636363636365,0.42857142857142855,0.25,1.0,0.4090909090909091,0.5498533724340176,0.18918459875259874,0.5454545454545454,0.36363636363636365,0.6363636363636364,0.14285714285714285,1.3636363636363635,11.226611226611228,4.49064449064449,0.7484407484407484,2.245322245322245,0.0,5.23908523908524,1.4968814968814967,14.54459650258094,45.1,76.1,14.1,26.8,52.1,69.35,53.8,Efficiency Finisher,55.6
2026,SF Riptide,Da'Ja Hamilton,0,2,0,2,37.283,18.6415,4.5,0.0,0.0,0.0,1.0,1.0,0.0,2.5,0.5,4,18,3,9,1,9,0,0,0.2222222222222222,0.3333333333333333,0.1111111111111111,,0.25,0.25,0.2689996727731137,0.0,0.5,0.5,0.4,0.5,8.690287798728644,0.0,1.9311750663841427,1.9311750663841427,0.0,4.8279376659603574,0.9655875331920714,3.015781498318365,29.6,9.9,42.3,2.1,38.0,21.849999999999998,46.9,Small Sample Contributor,27.8
2026,SF Riptide,Deaja Smith,12,2,0,2,33.583,16.7915,3.0,5.0,2.5,2.5,0.5,0.0,0.5,2.0,2.0,3,9,3,9,0,0,0,0,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.17841392073370457,0.0,0.0,1.0,0.25,0.6666666666666666,6.431825626060805,10.719709376768007,1.0719709376768007,0.0,1.0719709376768007,4.287883750707203,4.287883750707203,6.765781498318365,22.5,21.1,21.1,84.5,16.9,51.800000000000004,3.85,Small Sample Contributor,32.9
2026,SF Riptide,Finau Tonga,32,2,2,0,52.283,26.1415,8.0,5.0,1.5,3.5,2.0,0.0,0.0,1.5,1.0,7,12,7,12,0,0,2,2,0.5833333333333334,0.5833333333333334,,1.0,0.5833333333333334,0.6211180124223602,0.1404458676816556,0.16666666666666666,0.0,1.0,1.3333333333333333,1.3333333333333333,11.016965361589808,6.88560335099363,2.754241340397452,0.0,0.0,2.065681005298089,1.377120670198726,16.14950242855092,43.7,83.1,74.6,53.5,5.6,64.45,3.85,Efficiency Finisher,61.3
2026,SF Riptide,Jaslyn Woods,7,2,0,2,19.9,9.95,1.5,1.5,0.5,1.0,0.5,0.5,0.0,0.5,1.0,1,1,1,1,0,0,1,1,1.0,1.0,,1.0,1.0,1.0416666666666667,0.06088129648241207,1.0,0.0,1.0,1.0,3.0,5.42713567839196,5.42713567839196,1.8090452261306533,1.8090452261306533,0.0,1.8090452261306533,3.6180904522613067,7.429287245444803,14.1,97.2,52.1,32.4,33.8,95.45,3.85,Small Sample Contributor,54.8
2026,SF Riptide,Jolene Armendariz,8,2,1,1,43.883,21.9415,5.5,4.0,0.5,3.5,1.5,1.0,0.0,1.0,1.0,3,14,0,2,3,12,2,4,0.21428571428571427,0.0,0.25,0.5,0.32142857142857145,0.3489847715736041,0.1833287742405943,0.2857142857142857,0.8571428571428571,0.14285714285714285,1.5,0.7857142857142857,9.023995624729393,6.562905908894105,2.461089715835289,1.6407264772235262,0.0,1.6407264772235262,1.6407264772235262,12.433837053873921,31.0,26.8,70.4,46.5,31.0,33.449999999999996,78.8,Connector,47.0
2026,SF Riptide,Mele Katokakala Finau,11,1,0,1,27.15,27.15,6.0,8.0,0.0,8.0,1.0,1.0,0.0,2.0,4.0,2,6,2,3,0,3,2,2,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.436046511627907,0.16239999999999996,0.3333333333333333,0.5,0.5,0.5,1.0,7.955801104972377,10.607734806629836,1.3259668508287294,1.3259668508287294,0.0,2.651933701657459,5.303867403314918,16.302372940502007,28.2,52.1,32.4,83.1,25.4,51.4,39.949999999999996,Small Sample Contributor,46.7
2026,SF Riptide,Sidney Richards,5,2,1,1,50.849999999999994,25.424999999999997,12.5,1.0,0.0,1.0,1.5,2.0,0.0,1.5,4.0,9,26,7,17,2,9,5,9,0.34615384615384615,0.4117647058823529,0.2222222222222222,0.5555555555555556,0.38461538461538464,0.4172229639519359,0.3009344405113078,0.34615384615384615,0.34615384615384615,0.6538461538461539,1.0,0.9615384615384616,17.69911504424779,1.4159292035398232,2.1238938053097347,2.8318584070796464,0.0,2.1238938053097347,5.663716814159293,19.05468577767974,76.1,45.1,57.7,4.2,60.6,64.05,47.55,Volume Scorer,60.6
2026,SF Riptide,Taylor Linzie,13,2,2,0,57.599999999999994,28.799999999999997,6.0,8.0,1.5,6.5,1.5,3.5,0.0,4.0,4.5,3,12,3,8,0,4,6,7,0.25,0.375,0.0,0.8571428571428571,0.25,0.3978779840848806,0.1857019166666667,0.5833333333333334,0.3333333333333333,0.6666666666666666,0.375,1.0,7.5,10.0,1.875,4.375,0.0,5.0,5.625000000000001,21.643805751497897,25.4,39.4,39.4,78.9,87.3,74.65,26.549999999999997,Defensive Disruptor,56.6
2026,Titans,Ashley Hiraki,31,2,1,1,51.034,25.517,10.0,6.5,4.0,2.5,1.0,1.5,0.0,1.5,1.0,4,14,2,6,2,8,10,14,0.2857142857142857,0.3333333333333333,0.25,0.7142857142857143,0.35714285714285715,0.49603174603174605,0.17729595367794018,1.0,0.5714285714285714,0.42857142857142855,0.6666666666666666,1.4285714285714286,14.108241564447232,9.170357016890701,1.410824156444723,2.1162362346670847,0.0,2.1162362346670847,1.410824156444723,22.222717088957864,59.2,62.0,36.6,71.8,42.3,63.400000000000006,65.4,Glass Cleaner,59.5
2026,Titans,Chance Bucher,10,2,1,1,59.233999999999995,29.616999999999997,20.0,4.5,1.0,3.5,1.5,3.0,1.0,3.5,4.0,15,43,13,28,2,15,8,9,0.3488372093023256,0.4642857142857143,0.13333333333333333,0.8888888888888888,0.37209302325581395,0.42589437819420783,0.3526228669345309,0.20930232558139536,0.3488372093023256,0.6511627906976745,0.42857142857142855,0.9302325581395349,24.31036229192694,5.46983151568356,1.8232771718945202,3.6465543437890404,1.2155181145963467,4.254313401087214,4.862072458385387,34.750064821882575,95.8,47.9,40.8,33.8,97.2,50.0,39.25,Volume Scorer,76.7
2026,Titans,Destiny Jackson,24,2,2,0,51.75,25.875,13.0,2.0,0.5,1.5,1.5,0.5,0.0,3.0,1.5,6,24,2,8,4,16,10,18,0.25,0.25,0.25,0.5555555555555556,0.3333333333333333,0.40726817042606517,0.2781331806763285,0.75,0.6666666666666666,0.3333333333333333,0.5,1.0833333333333333,18.086956521739133,2.782608695652174,2.0869565217391304,0.6956521739130435,0.0,4.173913043478261,2.0869565217391304,14.195307342208906,77.5,40.8,47.9,12.7,12.7,54.95,71.75,Volume Scorer,56.1
2026,Titans,Jane Arnoldi,5,2,0,2,37.433,18.7165,3.0,8.0,4.0,4.0,1.5,1.0,1.5,0.0,0.0,2,8,2,6,0,2,2,2,0.25,0.3333333333333333,0.0,1.0,0.25,0.33783783783783783,0.09143675633799055,0.25,0.25,0.75,,0.75,5.770309619854139,15.387492319611038,2.8851548099270694,1.9234365399513798,2.8851548099270694,0.0,0.0,21.965018385931593,18.3,23.9,54.9,97.2,94.4,62.3,22.700000000000003,Small Sample Contributor,57.0
2026,Titans,Krista Andersen,11,2,1,1,18.317,9.1585,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1,3,1,2,0,1,0,0,0.3333333333333333,0.5,0.0,,0.3333333333333333,0.3333333333333333,0.06661434732761916,0.0,0.3333333333333333,0.6666666666666666,,0.6666666666666666,3.9307746901785223,1.9653873450892612,0.0,0.0,3.9307746901785223,0.0,3.9307746901785223,4.3368857901726425,5.6,21.1,6.3,8.5,84.5,35.25,26.549999999999997,Small Sample Contributor,30.8
2026,Titans,Lauren Richter,8,2,2,0,40.2,20.1,1.5,4.0,1.5,2.5,0.5,0.0,0.5,0.5,2.0,1,7,0,2,1,5,0,2,0.14285714285714285,0.0,0.2,0.0,0.21428571428571427,0.1903553299492386,0.08509742288557214,0.2857142857142857,0.7142857142857143,0.2857142857142857,1.0,0.42857142857142855,2.6865671641791042,7.164179104477611,0.8955223880597014,0.0,0.8955223880597014,0.8955223880597014,3.5820895522388057,5.337698798302724,2.8,7.0,34.5,56.3,14.1,39.8,63.45,Floor Spacer,23.2
2026,Titans,Makaila Napoleon,22,2,0,2,31.25,15.625,6.0,3.0,1.5,1.5,0.5,0.0,0.0,2.0,2.5,5,15,5,12,0,3,2,3,0.3333333333333333,0.4166666666666667,0.0,0.6666666666666666,0.3333333333333333,0.3676470588235294,0.2547050944,0.2,0.2,0.8,0.25,0.8,13.824,6.912,1.1520000000000001,0.0,0.0,4.6080000000000005,5.76,7.341187170395747,56.3,33.8,23.9,54.9,5.6,57.0,20.6,Small Sample Contributor,39.1
2026,Titans,Mira Love-Sango,0,2,1,1,23.966,11.983,3.5,2.0,1.5,0.5,2.0,0.5,0.0,1.5,2.0,2,2,2,2,0,0,3,3,1.0,1.0,,1.0,1.0,1.0542168674698795,0.10175327130100975,1.5,0.0,1.0,1.3333333333333333,3.5,10.514896102812317,6.008512058749895,6.008512058749895,1.5021280146874738,0.0,4.506384044062422,6.008512058749895,14.992467799793037,40.8,98.6,93.0,36.6,28.2,96.85,3.85,Small Sample Contributor,73.2
2026,Titans,Olga Faasolo,34,2,1,1,33.0,16.5,2.0,3.0,1.5,1.5,0.0,0.5,0.0,1.0,2.0,2,12,2,9,0,3,0,0,0.16666666666666666,0.2222222222222222,0.0,,0.16666666666666666,0.16666666666666666,0.16564870303030305,0.0,0.25,0.75,0.0,0.3333333333333333,4.363636363636363,6.545454545454546,0.0,1.0909090909090908,0.0,2.1818181818181817,4.363636363636363,3.3043654649693908,8.5,2.8,6.3,45.1,18.3,39.1,22.700000000000003,Small Sample Contributor,16.4
2026,Titans,Vivian Woo,1,2,1,1,53.866,26.933,7.0,7.0,3.0,4.0,1.5,2.0,0.0,3.0,1.5,6,18,4,7,2,11,0,1,0.3333333333333333,0.5714285714285714,0.18181818181818182,0.0,0.3888888888888889,0.3796095444685466,0.17574865592395944,0.05555555555555555,0.6111111111111112,0.3888888888888889,0.5,0.7777777777777778,9.356551442468346,9.356551442468346,2.00497530910036,2.6733004121338135,0.0,4.00995061820072,2.00497530910036,18.947114994159598,35.2,35.2,45.1,73.2,57.7,23.950000000000003,55.349999999999994,Glass Cleaner,49.2
